job_id,job_title,salary_usd,experience_level,employment_type,company_size,industry,years_experience,benefits_score,remote_ratio,experience_level_name,employment_type_name,company_size_name
AI11471,Data Analyst,71276,EN,PT,M,Telecommunications,1,9.1,0,Entry,Part-Time,Medium
AI11487,Data Scientist,87074,MI,FT,S,Energy,4,5.7,0,Mid-level,Full-Time,Small
AI11503,NLP Engineer,82499,EN,FL,M,Automotive,1,6.6,100,Entry,Freelance,Medium
AI11506,Data Scientist,119155,MI,CT,M,Consulting,4,6.1,0,Mid-level,Contract,Medium
AI11541,ML Ops Engineer,252091,EX,FL,M,Retail,11,9.5,0,Executive,Freelance,Medium
AI11626,Computer Vision Engineer,319984,EX,PT,L,Automotive,17,9.0,0,Executive,Part-Time,Large
AI11632,AI Architect,79223,EN,PT,S,Energy,1,9.7,0,Entry,Part-Time,Small
AI11664,AI Software Engineer,115494,SE,FL,S,Government,9,6.4,50,Senior,Freelance,Small
AI11667,Computer Vision Engineer,79910,EN,PT,M,Technology,1,6.0,50,Entry,Part-Time,Medium
AI11707,Data Engineer,189050,SE,CT,L,Manufacturing,6,7.7,100,Senior,Contract,Large
AI11718,AI Product Manager,108308,EN,PT,L,Manufacturing,1,7.0,100,Entry,Part-Time,Large
AI11719,ML Ops Engineer,59600,EN,CT,S,Retail,0,5.1,0,Entry,Contract,Small
AI11755,AI Software Engineer,110574,MI,CT,M,Manufacturing,2,8.0,50,Mid-level,Contract,Medium
AI11768,Data Engineer,75816,EN,CT,L,Technology,1,7.1,100,Entry,Contract,Large
AI11794,Deep Learning Engineer,141751,SE,PT,S,Transportation,9,8.1,100,Senior,Part-Time,Small
AI11799,AI Consultant,187729,SE,CT,L,Automotive,6,5.4,100,Senior,Contract,Large
AI11807,Research Scientist,257606,EX,FT,L,Media,11,6.8,0,Executive,Full-Time,Large
AI11815,AI Research Scientist,115814,MI,FT,M,Gaming,3,8.0,0,Mid-level,Full-Time,Medium
AI11858,Data Engineer,172008,SE,FT,L,Government,5,6.8,0,Senior,Full-Time,Large
AI11864,Head of AI,120666,SE,CT,M,Education,6,5.4,0,Senior,Contract,Medium
AI11904,Head of AI,107214,MI,FL,L,Education,4,5.3,100,Mid-level,Freelance,Large
AI11920,AI Specialist,81023,EN,FL,S,Automotive,1,7.5,100,Entry,Freelance,Small
AI11924,AI Product Manager,105730,MI,FL,L,Real Estate,3,7.4,0,Mid-level,Freelance,Large
AI11932,Principal Data Scientist,222351,EX,PT,S,Government,12,9.3,100,Executive,Part-Time,Small
AI11973,AI Consultant,116096,MI,FL,M,Transportation,3,7.5,100,Mid-level,Freelance,Medium
AI11981,Data Scientist,341312,EX,CT,L,Healthcare,17,9.5,100,Executive,Contract,Large
AI12020,Head of AI,114834,SE,PT,S,Gaming,5,9.5,50,Senior,Part-Time,Small
AI12028,Computer Vision Engineer,192376,SE,FT,L,Technology,8,8.7,100,Senior,Full-Time,Large
AI12042,AI Product Manager,70218,EN,CT,S,Gaming,0,8.4,0,Entry,Contract,Small
AI12055,NLP Engineer,167357,EX,PT,S,Technology,11,9.8,0,Executive,Part-Time,Small
AI12081,Robotics Engineer,69051,EN,PT,M,Education,1,9.2,0,Entry,Part-Time,Medium
AI12093,Principal Data Scientist,79112,EN,PT,M,Energy,0,8.8,0,Entry,Part-Time,Medium
AI12094,AI Consultant,261421,EX,CT,S,Real Estate,13,5.5,100,Executive,Contract,Small
AI12100,AI Consultant,104709,EN,FL,L,Consulting,0,7.4,0,Entry,Freelance,Large
AI12197,Machine Learning Engineer,196297,EX,FT,L,Media,15,7.3,0,Executive,Full-Time,Large
AI12205,ML Ops Engineer,140303,MI,CT,L,Consulting,2,8.8,100,Mid-level,Contract,Large
AI12240,Deep Learning Engineer,83895,EN,FT,M,Consulting,1,8.3,50,Entry,Full-Time,Medium
AI12241,Machine Learning Engineer,206941,EX,FT,S,Gaming,18,9.7,0,Executive,Full-Time,Small
AI12251,Robotics Engineer,138226,SE,FL,S,Media,6,8.7,0,Senior,Freelance,Small
AI12265,Autonomous Systems Engineer,132486,SE,CT,M,Telecommunications,5,8.3,0,Senior,Contract,Medium
AI12266,AI Consultant,130372,MI,CT,L,Retail,4,6.0,100,Mid-level,Contract,Large
AI12278,AI Research Scientist,251751,EX,PT,M,Retail,12,6.6,50,Executive,Part-Time,Medium
AI12281,AI Product Manager,100793,MI,FT,S,Energy,4,6.2,100,Mid-level,Full-Time,Small
AI12302,Autonomous Systems Engineer,239906,EX,CT,S,Retail,13,7.2,50,Executive,Contract,Small
AI12345,Principal Data Scientist,83942,EN,FL,L,Finance,0,5.2,50,Entry,Freelance,Large
AI12361,Head of AI,106715,EN,CT,L,Government,1,9.5,100,Entry,Contract,Large
AI12368,NLP Engineer,123878,MI,CT,L,Healthcare,3,9.0,50,Mid-level,Contract,Large
AI12385,Robotics Engineer,144454,EX,PT,S,Telecommunications,10,9.9,100,Executive,Part-Time,Small
AI12395,NLP Engineer,206492,EX,FL,L,Education,18,7.0,0,Executive,Freelance,Large
AI12397,Data Engineer,73105,EN,FL,L,Real Estate,0,6.6,0,Entry,Freelance,Large
AI12437,Autonomous Systems Engineer,101218,MI,FT,L,Retail,2,9.5,100,Mid-level,Full-Time,Large
AI12443,AI Software Engineer,75344,EN,FT,S,Real Estate,0,7.2,100,Entry,Full-Time,Small
AI12469,AI Specialist,163318,SE,FT,M,Technology,9,7.7,50,Senior,Full-Time,Medium
AI12497,Research Scientist,92744,MI,PT,S,Education,2,9.5,0,Mid-level,Part-Time,Small
AI12512,Head of AI,72522,EN,CT,S,Gaming,1,8.4,50,Entry,Contract,Small
AI12601,Research Scientist,135405,MI,CT,L,Energy,4,9.0,50,Mid-level,Contract,Large
AI12642,AI Product Manager,172063,SE,CT,L,Transportation,6,6.0,50,Senior,Contract,Large
AI12646,ML Ops Engineer,104041,EN,FL,L,Government,0,9.3,100,Entry,Freelance,Large
AI12696,AI Product Manager,220469,EX,FT,S,Healthcare,17,5.4,100,Executive,Full-Time,Small
AI12725,Principal Data Scientist,293738,EX,FT,M,Consulting,19,5.6,0,Executive,Full-Time,Medium
AI12746,AI Specialist,89851,MI,CT,M,Automotive,4,5.4,0,Mid-level,Contract,Medium
AI12747,Data Analyst,268156,EX,FT,M,Gaming,14,5.5,0,Executive,Full-Time,Medium
AI12748,Computer Vision Engineer,88489,MI,FL,M,Real Estate,3,8.1,100,Mid-level,Freelance,Medium
AI12760,AI Architect,104373,EN,FL,L,Finance,1,9.1,0,Entry,Freelance,Large
AI12838,Data Engineer,249119,EX,FT,S,Retail,10,9.2,0,Executive,Full-Time,Small
AI12855,Machine Learning Researcher,267028,EX,FL,S,Transportation,16,9.5,100,Executive,Freelance,Small
AI12873,Machine Learning Engineer,143495,MI,FT,L,Transportation,3,5.7,100,Mid-level,Full-Time,Large
AI12903,AI Architect,92991,MI,PT,S,Telecommunications,3,9.3,0,Mid-level,Part-Time,Small
AI12959,AI Software Engineer,147884,SE,PT,M,Real Estate,9,8.7,0,Senior,Part-Time,Medium
AI12977,AI Software Engineer,78601,EN,FT,S,Retail,1,8.9,100,Entry,Full-Time,Small
AI13026,Principal Data Scientist,191497,EX,PT,M,Gaming,11,6.2,50,Executive,Part-Time,Medium
AI13049,Data Engineer,92828,EN,FT,L,Manufacturing,0,8.6,100,Entry,Full-Time,Large
AI13064,Principal Data Scientist,133644,MI,PT,L,Government,4,7.5,50,Mid-level,Part-Time,Large
AI13065,Data Scientist,145616,MI,FL,L,Retail,2,9.7,0,Mid-level,Freelance,Large
AI13066,Autonomous Systems Engineer,226035,EX,PT,M,Real Estate,17,6.1,50,Executive,Part-Time,Medium
AI13087,AI Architect,101196,EN,PT,L,Gaming,1,9.0,100,Entry,Part-Time,Large
AI13098,Robotics Engineer,94865,EN,FT,M,Automotive,0,5.3,100,Entry,Full-Time,Medium
AI13099,Deep Learning Engineer,119646,MI,CT,L,Finance,4,9.3,50,Mid-level,Contract,Large
AI13124,Robotics Engineer,104021,MI,FL,L,Transportation,3,7.6,0,Mid-level,Freelance,Large
AI13130,AI Specialist,62357,EN,FT,S,Automotive,0,8.2,50,Entry,Full-Time,Small
AI13143,Machine Learning Engineer,164699,SE,CT,L,Real Estate,6,6.8,50,Senior,Contract,Large
AI13163,Machine Learning Engineer,114824,SE,FL,S,Media,5,6.7,100,Senior,Freelance,Small
AI13179,Data Analyst,194354,SE,FL,L,Gaming,9,5.9,100,Senior,Freelance,Large
AI13185,Deep Learning Engineer,255450,EX,CT,M,Consulting,16,9.7,100,Executive,Contract,Medium
AI13196,Autonomous Systems Engineer,243811,EX,FL,M,Real Estate,18,5.3,100,Executive,Freelance,Medium
AI13197,Autonomous Systems Engineer,69531,EN,FL,S,Healthcare,0,6.8,0,Entry,Freelance,Small
AI13216,AI Architect,101059,MI,FL,M,Automotive,3,9.5,50,Mid-level,Freelance,Medium
AI13246,AI Consultant,213368,EX,CT,M,Healthcare,11,7.8,50,Executive,Contract,Medium
AI13258,AI Research Scientist,83033,EN,FT,L,Telecommunications,0,9.5,50,Entry,Full-Time,Large
AI13265,Data Analyst,123058,MI,FL,M,Media,2,8.6,50,Mid-level,Freelance,Medium
AI13295,Machine Learning Engineer,86047,EN,CT,M,Gaming,1,5.0,50,Entry,Contract,Medium
AI13302,Deep Learning Engineer,98399,MI,FT,L,Retail,4,5.3,100,Mid-level,Full-Time,Large
AI13330,Autonomous Systems Engineer,273986,EX,PT,M,Healthcare,16,5.5,100,Executive,Part-Time,Medium
AI13351,Autonomous Systems Engineer,222682,EX,CT,S,Government,19,8.9,50,Executive,Contract,Small
AI13355,NLP Engineer,176147,SE,CT,L,Healthcare,9,7.1,0,Senior,Contract,Large
AI13360,ML Ops Engineer,113185,SE,FL,S,Education,6,7.3,0,Senior,Freelance,Small
AI13398,Data Scientist,134019,SE,PT,M,Automotive,7,9.6,100,Senior,Part-Time,Medium
AI13404,Head of AI,93577,EN,CT,M,Manufacturing,0,6.6,100,Entry,Contract,Medium
AI13438,Head of AI,214890,EX,FT,S,Transportation,17,9.2,100,Executive,Full-Time,Small
AI13440,AI Product Manager,94026,EN,FT,M,Education,1,5.9,50,Entry,Full-Time,Medium
AI13457,AI Software Engineer,128209,SE,PT,S,Consulting,8,9.3,0,Senior,Part-Time,Small
AI13499,Robotics Engineer,94088,EN,FT,M,Gaming,0,7.9,50,Entry,Full-Time,Medium
AI13508,Data Scientist,84345,MI,FT,S,Automotive,2,7.7,0,Mid-level,Full-Time,Small
AI13578,NLP Engineer,177802,SE,FT,M,Technology,6,6.6,50,Senior,Full-Time,Medium
AI13582,AI Consultant,54512,EN,CT,S,Energy,0,6.8,0,Entry,Contract,Small
AI13589,AI Software Engineer,239967,EX,CT,S,Education,18,7.5,50,Executive,Contract,Small
AI13618,Machine Learning Engineer,71915,EN,FT,S,Manufacturing,0,6.0,0,Entry,Full-Time,Small
AI13645,Deep Learning Engineer,152336,SE,PT,L,Technology,6,9.5,100,Senior,Part-Time,Large
AI13674,AI Architect,258225,EX,PT,S,Retail,19,9.9,50,Executive,Part-Time,Small
AI13708,AI Software Engineer,250931,EX,PT,S,Government,16,8.6,0,Executive,Part-Time,Small
AI13725,Research Scientist,105893,MI,FT,M,Government,4,5.7,100,Mid-level,Full-Time,Medium
AI13747,Head of AI,70814,EN,FT,M,Government,1,6.1,0,Entry,Full-Time,Medium
AI13757,AI Architect,218302,EX,FT,L,Government,11,8.7,0,Executive,Full-Time,Large
AI13779,Computer Vision Engineer,88754,EN,FL,L,Finance,1,8.5,100,Entry,Freelance,Large
AI13782,NLP Engineer,146811,SE,CT,S,Consulting,9,5.9,0,Senior,Contract,Small
AI13794,AI Research Scientist,90650,MI,FL,M,Healthcare,2,8.5,0,Mid-level,Freelance,Medium
AI13844,Machine Learning Engineer,158140,SE,PT,S,Government,7,7.6,100,Senior,Part-Time,Small
AI13879,Research Scientist,89619,MI,CT,M,Retail,2,7.3,100,Mid-level,Contract,Medium
AI13922,Deep Learning Engineer,123483,MI,CT,M,Real Estate,4,9.8,0,Mid-level,Contract,Medium
AI13937,NLP Engineer,290462,EX,PT,M,Finance,14,8.2,50,Executive,Part-Time,Medium
AI13976,ML Ops Engineer,222864,EX,PT,L,Real Estate,15,9.8,50,Executive,Part-Time,Large
AI13979,Machine Learning Researcher,217171,EX,CT,M,Education,17,5.5,100,Executive,Contract,Medium
AI13995,NLP Engineer,85711,MI,FL,S,Transportation,4,8.8,0,Mid-level,Freelance,Small
AI14014,Machine Learning Researcher,162756,SE,FT,M,Automotive,6,6.4,50,Senior,Full-Time,Medium
AI14058,Autonomous Systems Engineer,107502,MI,PT,S,Transportation,2,7.6,50,Mid-level,Part-Time,Small
AI14064,Head of AI,74422,EN,FT,L,Technology,0,8.8,100,Entry,Full-Time,Large
AI14098,AI Architect,232326,EX,FL,M,Telecommunications,10,9.5,100,Executive,Freelance,Medium
AI14146,Data Scientist,202828,SE,FT,L,Real Estate,6,9.8,100,Senior,Full-Time,Large
AI14185,Robotics Engineer,182497,SE,CT,L,Education,7,6.5,100,Senior,Contract,Large
AI14194,Principal Data Scientist,135799,MI,FT,L,Technology,2,6.9,0,Mid-level,Full-Time,Large
AI14259,AI Specialist,306077,EX,FL,L,Media,13,8.4,50,Executive,Freelance,Large
AI14270,AI Consultant,68777,EN,FT,S,Consulting,1,7.6,50,Entry,Full-Time,Small
AI14275,ML Ops Engineer,61447,EN,CT,S,Transportation,1,9.9,100,Entry,Contract,Small
AI14320,AI Research Scientist,73776,EN,FL,M,Automotive,0,5.0,100,Entry,Freelance,Medium
AI14355,ML Ops Engineer,101876,MI,FT,L,Transportation,2,8.1,0,Mid-level,Full-Time,Large
AI14371,AI Specialist,136520,MI,PT,L,Finance,3,6.5,50,Mid-level,Part-Time,Large
AI14375,ML Ops Engineer,186582,EX,CT,S,Energy,11,9.5,50,Executive,Contract,Small
AI14377,Principal Data Scientist,122849,SE,PT,S,Healthcare,6,9.1,0,Senior,Part-Time,Small
AI14422,Data Engineer,77620,MI,FL,S,Real Estate,4,7.1,100,Mid-level,Freelance,Small
AI14440,Computer Vision Engineer,284883,EX,PT,L,Finance,19,5.0,100,Executive,Part-Time,Large
AI14462,Research Scientist,268445,EX,FL,L,Finance,17,8.3,0,Executive,Freelance,Large
AI14488,AI Architect,84479,MI,PT,S,Transportation,2,5.2,50,Mid-level,Part-Time,Small
AI14508,Autonomous Systems Engineer,54803,EN,CT,S,Education,0,5.2,0,Entry,Contract,Small
AI14530,Robotics Engineer,133478,SE,FL,M,Retail,8,6.7,100,Senior,Freelance,Medium
AI14535,Head of AI,266349,EX,FL,S,Gaming,10,5.9,100,Executive,Freelance,Small
AI14544,AI Consultant,112293,MI,CT,S,Retail,2,8.9,100,Mid-level,Contract,Small
AI14575,Data Analyst,94867,EN,CT,L,Real Estate,1,5.7,100,Entry,Contract,Large
AI14584,Data Scientist,132940,SE,FL,S,Technology,7,6.7,0,Senior,Freelance,Small
AI14618,AI Specialist,137067,SE,FT,S,Retail,9,6.9,50,Senior,Full-Time,Small
AI14619,AI Research Scientist,127966,SE,FT,M,Automotive,9,7.8,50,Senior,Full-Time,Medium
AI14620,Machine Learning Researcher,142828,SE,PT,M,Government,9,7.0,100,Senior,Part-Time,Medium
AI14621,Principal Data Scientist,108726,MI,FT,M,Gaming,4,6.9,50,Mid-level,Full-Time,Medium
AI14623,ML Ops Engineer,78716,EN,FT,L,Gaming,1,9.7,0,Entry,Full-Time,Large
AI14639,AI Consultant,261178,EX,PT,S,Real Estate,15,9.0,50,Executive,Part-Time,Small
AI14645,Data Engineer,106078,EN,CT,L,Technology,0,8.3,100,Entry,Contract,Large
AI14658,Head of AI,147997,SE,FL,S,Telecommunications,8,5.5,100,Senior,Freelance,Small
AI14680,Principal Data Scientist,238297,EX,FT,L,Media,16,9.1,50,Executive,Full-Time,Large
AI14682,AI Architect,156729,SE,CT,L,Automotive,9,6.5,100,Senior,Contract,Large
AI14713,Research Scientist,89180,MI,PT,S,Energy,3,9.6,100,Mid-level,Part-Time,Small
AI14724,Robotics Engineer,172447,EX,FL,S,Telecommunications,18,5.9,0,Executive,Freelance,Small
AI14743,AI Product Manager,116616,SE,PT,S,Government,7,8.5,100,Senior,Part-Time,Small
AI14746,Data Scientist,132806,MI,PT,L,Transportation,4,6.2,50,Mid-level,Part-Time,Large
AI14778,NLP Engineer,106051,MI,CT,S,Telecommunications,2,8.3,0,Mid-level,Contract,Small
AI14795,Robotics Engineer,273971,EX,CT,L,Telecommunications,15,8.3,0,Executive,Contract,Large
AI14806,ML Ops Engineer,248665,EX,CT,M,Technology,15,9.5,50,Executive,Contract,Medium
AI14811,NLP Engineer,121299,SE,FT,M,Energy,6,6.0,0,Senior,Full-Time,Medium
AI14834,Deep Learning Engineer,275213,EX,PT,L,Consulting,10,9.5,100,Executive,Part-Time,Large
AI14917,Principal Data Scientist,307237,EX,CT,L,Energy,14,8.8,0,Executive,Contract,Large
AI14933,Principal Data Scientist,135876,SE,FL,S,Healthcare,8,8.1,0,Senior,Freelance,Small
AI14947,Computer Vision Engineer,87728,EN,PT,L,Automotive,1,9.4,0,Entry,Part-Time,Large
AI14984,AI Architect,288661,EX,FL,L,Retail,13,6.5,100,Executive,Freelance,Large
AI14992,Robotics Engineer,97480,MI,FT,M,Energy,4,7.9,50,Mid-level,Full-Time,Medium
